DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
San Pedro         ,20801,38549,395,196,199,33.68319276101456,31.870860927152318,46.447,112.00105368816688,48.46564693390849,Alto-medio
San Pedro         ,20801,38955,160,80,80,21.165834536952275,12.417218543046356,26.38,59.96305307999863,22.718248046417845,Bajo-medio
San Pedro         ,20801,38965,36,15,21,13.819558083288635,2.152317880794702,46.181,62.152875964083336,23.80173016776272,Bajo-medio
San Pedro         ,20801,39498,79,37,42,11.4191847629961,5.711920529801325,46.696,63.82710529279743,24.630106543713858,Bajo-medio
San Pedro         ,20801,39735,182,85,97,11.340406340617424,14.23841059602649,31.069,56.64781693664391,21.077933153616573,Bajo-medio
San Pedro         ,20801,39798,103,51,52,8.376663538779047,7.698675496688742,45.474,61.54933903546778,23.503111737715727,Bajo-medio
San Pedro         ,20801,39837,62,35,27,5.58681655217966,4.304635761589404,47.176,57.06745231376907,21.285560643448456,Bajo-medio
San Pedro         ,20801,40175,20,10,10,14.260327379180582,0.8278145695364238,49.479,64.56714194871701,24.996262405750095,Bajo-medio
San Pedro         ,20801,40212,24,8,16,15.894708460430241,1.1589403973509933,47.996,65.04964885778124,25.234997516793094,Medio
San Pedro         ,20801,40269,67,34,33,9.156685632194774,4.718543046357616,46.241,60.11622867855239,22.794036377823772,Bajo-medio
San Pedro         ,20801,40330,70,33,37,8.399491153960291,4.966887417218543,46.686,60.052378571178835,22.7624445763644,Bajo-medio
San Pedro         ,20801,41025,205,106,99,27.20663333451948,16.142384105960264,26.838,70.18701744047974,27.776868391632938,Medio
San Pedro         ,20801,41146,68,33,35,11.451234071358973,4.801324503311259,46.183,62.43555857467023,23.94159607053139,Bajo-medio
San Pedro         ,20801,41259,70,33,37,9.082521290458335,4.966887417218543,46.453,60.50240870767688,22.985110806818845,Bajo-medio
San Pedro         ,20801,41348,50,26,24,0.0,3.3112582781456954,47.586,50.89725827814569,18.232667657712298,Bajo-medio
San Pedro         ,20801,41391,59,22,37,11.533046728726136,4.056291390728477,46.868,62.45733811945462,23.95237216916312,Bajo-medio
San Pedro         ,20801,41732,431,195,236,33.11641390827471,34.85099337748344,48.507,116.47440728575816,50.67897600297143,Alto-medio
San Pedro         ,20801,41769,209,102,107,20.02781733153768,16.473509933774835,37.354,73.85532726531251,29.591877331235526,Medio
San Pedro         ,20801,41948,22,10,12,27.835127494709745,0.9933774834437087,55.283,84.11150497815345,34.66643622180244,Medio
San Pedro         ,20801,41983,150,74,76,10.031493124470597,11.589403973509933,48.997,70.61789709798053,27.99005933449243,Medio
San Pedro         ,20801,42226,155,82,73,22.97014007967444,12.003311258278146,47.206,82.17945133795259,33.71049334996061,Medio
San Pedro         ,20801,42340,71,30,41,7.892865007364579,5.049668874172186,46.786,59.72853388153676,22.60221247089605,Bajo-medio
San Pedro         ,20801,42405,56,28,28,3.9794832410993837,3.80794701986755,46.522,54.309430260966934,19.920944533988518,Bajo-medio
San Pedro         ,20801,42498,205,94,111,24.573406131224953,16.142384105960264,45.401,86.11679023718523,35.65861268600334,Medio
San Pedro         ,20801,42603,240,118,122,9.676760426333583,19.039735099337747,46.235,74.95149552567133,30.134240241366918,Medio
San Pedro         ,20801,42668,56,24,32,14.556748329416639,3.80794701986755,44.716,63.08069534928419,24.260797301917044,Bajo-medio
