DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
Hojancha          ,51101,48144,20,7,13,13.53327157742503,3.857566765578635,40.611,58.00183834300366,16.309180909451293,Bajo-medio
Hojancha          ,51101,48152,33,16,17,22.061241947576562,7.71513353115727,41.904,71.68037547873384,22.585005908868684,Medio
Hojancha          ,51101,48160,39,23,16,11.822417383945572,9.495548961424333,41.671,62.9889663453699,18.597316130489595,Bajo-medio
Hojancha          ,51101,48192,15,8,7,24.912895446235378,2.3738872403560833,38.981,66.26778268659146,20.10166395354634,Bajo-medio
Hojancha          ,51101,48200,37,19,18,21.333559794744783,8.902077151335313,39.721,69.9566369460801,21.794140535741203,Bajo-medio
Hojancha          ,51101,48208,45,21,24,10.507782908824534,11.275964391691394,40.649,62.43274730051593,18.34211827181446,Bajo-medio
Hojancha          ,51101,48216,22,7,15,15.794412942909334,4.451038575667656,40.611,60.85645151857699,17.618900841718965,Bajo-medio
Hojancha          ,51101,48224,37,17,20,22.819676630965493,8.902077151335313,42.281,74.0027537823008,23.650532117629613,Medio
Hojancha          ,51101,48231,85,42,43,13.899917507210857,23.14540059347181,43.37,80.41531810068267,26.59266920877731,Medio
Hojancha          ,51101,48273,26,13,13,20.560446004343984,5.637982195845697,38.331,64.52942820018968,19.304092660991063,Bajo-medio
Hojancha          ,51101,48280,35,20,15,10.64435677811248,8.30860534124629,39.052,58.004962119358765,16.31061412365742,Bajo-medio
Hojancha          ,51101,48287,50,23,27,16.35328696520837,12.759643916913946,39.689,68.80193088212232,21.264351925215326,Bajo-medio
Hojancha          ,51101,48294,41,17,24,21.21147175772911,10.089020771513352,41.311,72.61149252924247,23.012210046634397,Medio
Hojancha          ,51101,48308,94,48,46,27.493321568843733,25.816023738872403,39.518,92.82734530771614,32.28740906775502,Medio
Hojancha          ,51101,48315,44,22,22,12.905475087624351,10.979228486646884,41.641,65.52570357427123,19.761191971898562,Bajo-medio
Hojancha          ,51101,48322,68,33,35,15.821870491991424,18.100890207715135,43.015,76.93776069970656,24.997137357864226,Medio
Hojancha          ,51101,48338,98,50,48,14.489557431633818,27.002967359050444,44.761,86.25352479068427,29.271286310394878,Medio
