DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
Limón,70101,38550,207,97,110,21.659903869230728,22.319474835886215,37.737,81.71637870511694,31.257978641099072,Alto-medio
Limón,70101,38561,77,40,37,5.041734798407542,8.096280087527353,41.777,54.915014885934895,15.864612998613067,Bajo-medio
Limón,70101,38594,64,35,29,13.948157243472528,6.673960612691467,44.614,65.23611785616399,21.792539387969978,Medio
Limón,70101,38597,212,113,99,22.458140239623226,22.86652078774617,43.009,88.3336610273694,35.05861531888959,Alto
Limón,70101,38602,156,77,79,11.006874113190916,16.739606126914662,41.919,69.66548024010558,24.33654405874301,Alto-medio
Limón,70101,38622,128,65,63,14.369199191797522,13.676148796498905,43.296,71.34134798829643,25.299078845793215,Alto-medio
Limón,70101,38645,142,69,73,18.693364005693564,15.207877461706785,37.437,71.33824146740034,25.297294615246134,Alto-medio
Limón,70101,38673,66,33,33,13.61833876155281,6.892778993435448,39.54,60.051117754988255,18.81453412852864,Bajo-medio
Limón,70101,38695,174,86,88,11.205789254484715,18.708971553610503,43.284,73.19876080809522,26.36588406052412,Alto-medio
Limón,70101,38711,59,27,32,12.930570895043978,6.12691466083151,43.202,62.259485555875486,20.082910367196757,Medio
Limón,70101,38715,91,46,45,11.250056798202648,9.62800875273523,42.057,62.93506555093788,20.470929796167056,Medio
Limón,70101,38723,14,2,12,26.724917105464037,1.2035010940919038,43.379,71.30741819955594,25.279591268676675,Alto-medio
Limón,70101,38747,97,44,53,26.69002477236699,10.284463894967178,42.084,79.05848866733417,29.73141926654111,Alto-medio
Limón,70101,38781,19,8,11,15.807080854515664,1.75054704595186,39.044,56.60162790046752,16.833319330322,Bajo-medio
Limón,70101,38787,266,129,137,23.71448373814202,28.774617067833695,43.519,96.00810080597572,39.466430473757775,Alto
Limón,70101,38789,328,161,167,23.559161590265226,35.55798687089716,41.046,100.1631484611624,41.852882456192546,Alto
Limón,70101,38790,30,22,8,20.033454733296804,2.954048140043764,40.634,63.62150287334057,20.865185132040338,Medio
Limón,70101,38811,121,65,56,19.17628525152653,12.910284463894966,39.165,71.2515697154215,25.247514686952698,Alto-medio
Limón,70101,38877,53,25,28,12.237182556206621,5.470459518599562,38.03,55.73764207480619,16.337088996147312,Bajo-medio
Limón,70101,38916,262,138,124,19.017231483304386,28.336980306345733,40.291,87.64521178965012,34.6632044392791,Alto
Limón,70101,38927,98,46,52,24.148077956288056,10.393873085339168,45.207,79.74895104162722,30.12798639131798,Alto-medio
Limón,70101,38940,23,12,11,22.945155666978238,2.1881838074398248,36.811,61.94433947441806,19.901906187879625,Medio
Limón,70101,39002,104,45,59,12.700422451950711,11.050328227571116,39.927,63.67775067952183,20.897491064416666,Medio
Limón,70101,39017,129,60,69,11.130314303531158,13.785557986870897,39.332,64.24787229040206,21.224940461252263,Medio
Limón,70101,39035,148,56,92,17.33697722058967,15.86433260393873,45.649,78.85030982452841,29.61185173005458,Alto-medio
Limón,70101,39046,19,8,11,26.659522567895838,1.75054704595186,45.712,74.1220696138477,26.896186553477957,Alto-medio
Limón,70101,39067,25,13,12,14.488329343661155,2.4070021881838075,37.136,54.03133153184497,15.357069387270839,Bajo-medio
Limón,70101,39108,63,32,31,8.216863513416813,6.564551422319474,45.296,60.077414935736286,18.82963791658032,Bajo-medio
Limón,70101,39113,147,63,84,14.779593458351991,15.75492341356674,37.598,68.13251687191874,23.456086414787293,Medio
Limón,70101,39120,94,44,50,18.737410672892395,9.956236323851202,39.861,68.5546469967436,23.698536888724995,Medio
Limón,70101,39170,71,34,37,11.081694485883373,7.439824945295405,40.413,58.93451943117877,18.173215784053774,Bajo-medio
Limón,70101,39192,173,78,95,18.158171988710897,18.599562363238512,39.03,75.78773435194941,27.85286124079534,Alto-medio
Limón,70101,39197,51,30,21,20.06685034674808,5.25164113785558,38.6,63.91849148460366,21.03576056677083,Medio
Limón,70101,39232,43,18,25,13.759030199174724,4.3763676148796495,38.198,56.33339781405437,16.679261356842378,Bajo-medio
Limón,70101,39239,130,58,72,19.907823840468343,13.89496717724289,43.378,77.18079101771123,28.652963458034993,Alto-medio
Limón,70101,39240,353,163,190,32.9185850210672,38.29321663019694,41.454,112.66580165126413,49.0337824042275,Alto
Limón,70101,39248,193,77,116,14.591392426048131,20.787746170678336,37.416,72.79513859672646,26.13406360829097,Alto-medio
Limón,70101,39254,82,41,41,13.190502681656,8.643326039387308,37.778,59.61182872104331,18.562228433644215,Bajo-medio
Limón,70101,39260,65,28,37,14.493618917128384,6.783369803063458,39.906,61.182988720191844,19.46462431591762,Medio
Limón,70101,39282,49,21,28,6.220715130722489,5.032822757111598,38.062,49.31553788783408,12.64855289734445,Bajo
Limón,70101,39293,144,78,66,17.107207506917028,15.426695842450766,40.012,72.54590334936779,25.990915322275704,Alto-medio
Limón,70101,39294,37,13,24,16.44708622466535,3.7199124726477026,39.003,59.169998697313055,18.308463321055417,Bajo-medio
Limón,70101,39322,46,31,15,21.419724446828706,4.704595185995624,42.677,68.80131963282433,23.84021333872971,Medio
Limón,70101,39330,74,36,38,11.969623456642237,7.768052516411379,41.756,61.49367597305361,19.643067566642717,Medio
Limón,70101,39352,35,14,21,16.077958300714105,3.50109409190372,39.029,58.60805239261783,17.9857094120388,Bajo-medio
Limón,70101,39353,130,63,67,15.391174196601638,13.89496717724289,36.37,65.65614137384452,22.03377993191096,Medio
Limón,70101,39368,31,13,18,20.105177229202614,3.063457330415755,42.96,66.12863455961838,22.305156434288595,Medio
Limón,70101,39381,36,16,20,20.04101906019776,3.6105032822757113,42.963,66.61452234247346,22.584226124665772,Medio
Limón,70101,39388,20,12,8,21.19755411516523,1.8599562363238513,38.546,61.60351035148908,19.706150951457715,Medio
Limón,70101,39395,83,43,40,15.888752301124914,8.752735229759299,28.846,53.48748753088421,15.044712537979837,Bajo-medio
Limón,70101,39400,77,31,46,14.511401526862095,8.096280087527353,37.493,60.10068161438945,18.843001135490027,Bajo-medio
Limón,70101,39401,154,75,79,14.792772276800353,16.52078774617068,37.89,69.20356002297103,24.071240141823694,Medio
