DISTRITO,COD_DIST,UGM,HOMBRES,MUJERES,TOTAL,CARENCIAS_ALBERGUE,CARENCIAS_ALBERGUE_HOMBRES,CARENCIAS_ALBERGUE_MUJERES,CARENCIAS_ACCESO_VIDA_SALUDABLE,CARENCIAS_ACCESO_VIDA_SALUDABLE_HOMBRES,CARENCIAS_ACCESO_VIDA_SALUDABLE_MUJERES,CARENCIAS_CONOCIMIENTO,CARENCIAS_CONOCIMIENTO_HOMBRES,CARENCIAS_CONOCIMIENTO_MUJERES,CARENCIAS_ACCESO_OTROS_BIENES,CARENCIAS_ACCESO_OTROS_BIENES_HOMBRES,CARENCIAS_ACCESO_OTROS_BIENES_MUJERES,SIN_CARENCIAS,SIN_CARENCIAS_HOMBRES,SIN_CARENCIAS_MUJERES,CARENCIAS_1,CARENCIAS_1_HOMBRES,CARENCIAS_1_MUJERES,CARENCIAS_2,CARENCIAS_2_HOMBRES,CARENCIAS_2_MUJERES,CARENCIAS_3,CARENCIAS_3_HOMBRES,CARENCIAS_3_MUJERES,CARENCIAS_4,CARENCIAS_4_HOMBRES,CARENCIAS_4_MUJERES,NULO,CON_CARENCIAS,CON_CARENCIAS_HOMBRES,CON_CARENCIAS_MUJERES,TOTAL_2,NORMALIZACION_BASE_100_CARENCIAS,SIN_LIMITACIONES,SIN_LIMITACIONES_HOMBRES,SIN_LIMITACIONES_MUJERES,CON_LIMITACIONES,CON_LIMITACIONES_HOMBRES,CON_LIMITACIONES_MUJERES,LIMITACION_VISUAL,LIMITACION_VISUAL_HOMBRES,LIMITACION_VISUAL_MUJERES,LIMITACION_AUDITIVA,LIMITACION_AUDITIVA_HOMBRES,LIMITACION_AUDITIVA_MUJERES,LIMITACION_HABLAR,LIMITACION_HABLAR_HOMBRES,LIMITACION_HABLAR_MUJERES,LIMITACION_CAMINAR,LIMITACION_CAMINAR_HOMBRES,LIMITACION_CAMINAR_MUJERES,LIMITACION_BRAZOS_Y_PIERNAS,LIMITACION_BRAZOS_Y_PIERNAS_HOMBRES,LIMITACION_BRAZOS_Y_PIERNAS_MUJERES,LIMITACION_INTELECTUAL,LIMITACION_INTELECTUAL_HOMBRES,LIMITACION_INTELECTUAL_MUJERES,LIMITACION_MENTAL,LIMITACION_MENTAL_HOMBRES,LIMITACION_MENTAL_MUJERES,TOTAL_3,NORMALIZACION_BASE_100_LIMITACIONES,DEPENDENCIA_EDAD_0_14,DEPENDENCIA_EDAD_0_14_HOMBRES,DEPENDENCIA_EDAD_0_14_MUJERES,DEPENDENCIA_EDAD_MAYORIGUAL_65,DEPENDENCIA_EDAD_MAYORIGUAL_65_HOMBRES,DEPENDENCIA_EDAD_MAYORIGUAL_65_MUJERES,EDAD_15_64,EDAD_15_64_HOMBRES,EDAD_15_64_MUJERES,POBLACION_DEPENDIENTE,POBLACION_DEPENDIENTE_HOMBRES,POBLACION_DEPENDIENTE_MUJERES,TOTAL_4,NORMALIZACION_BASE_100_DEPENDIENTES,POBLACION_DESOCUPADA,POBLACION_DESOCUPADA_HOMBRES,POBLACION_DESOCUPADA_MUJERES,POBLACION_OCUPADA,POBLACION_OCUPADA_HOMBRES,POBLACION_OCUPADA_MUJERES,FUERA_DE_LA_FUERZA_LABORAL,FUERA_DE_LA_FUERZA_LABORAL_HOMBRES,FUERA_DE_LA_FUERZA_LABORAL_MUJERES,NORMALIZACION_BASE_100_DESOCUPADOS,MEDIOS_DE_VIDA,MV_AGRICULTURA_GANADERIA_PESCA_HOMBRES,MV_AGRICULTURA_GANADERIA_PESCA_MUJERES,MV_MINAS_CANTERAS_HOMBRES,MV_MINAS_CANTERAS_MUJERES,MV_INDUSTRIAS_MANUFACTURERAS_HOMBRES,MV_INDUSTRIAS_MANUFACTURERAS_MUJERES,MV_SUMINISTRO_ELECTRICIDAD_GAS_HOMBRES,MV_SUMINISTRO_ELECTRICIDAD_GAS_MUJERES,MV_SUMINISTRO_AGUA_HOMBRES,MV_SUMINISTRO_AGUA_MUJERES,MV_CONSTRUCCION_HOMBRES,MV_CONSTRUCCION_MUJERES,MV_COMERCIO_REPARACION_VEHICULOS_HOMBRES,MV_COMERCIO_REPARACION_VEHICULOS_MUJERES,MV_TRANSPORTE_ALMACENAMIENTO_HOMBRES,MV_TRANSPORTE_ALMACENAMIENTO_MUJERES,MV_ALOJAMIENTO_SERVICIO_COMIDA_HOMBRES,MV_ALOJAMIENTO_SERVICIO_COMIDA_MUJERES,MV_INFORMACION_COMUNICACION_HOMBRES,MV_INFORMACION_COMUNICACION_MUJERES,MV_FINANCIERAS_SEGUROS_HOMBRES,MV_FINANCIERAS_SEGUROS_MUJERES,MV_ACTIVIDADES_INMOBILIARIAS_HOMBRES,MV_ACTIVIDADES_INMOBILIARIAS_MUJERES,MV_PROFESIONALES_CIENTIFICAS_TECNICAS_HOMBRES,MV_PROFESIONALES_CIENTIFICAS_TECNICAS_MUJERES,MV_ADMINISTRATIVAS_SERVICIO_APOYO_HOMBRES,MV_ADMINISTRATIVAS_SERVICIO_APOYO_MUJERES,MV_ADMINISTRACION_PUBLICA_HOMBRES,MV_ADMINISTRACION_PUBLICA_MUJERES,MV_ENSENANZA_HOMBRES,MV_ENSENANZA_MUJERES,MV_SALUD_HUMANA_HOMBRES,MV_SALUD_HUMANA_MUJERES,MV_ARTISTICAS_RECREATIVAS_HOMBRES,MV_ARTISTICAS_RECREATIVAS_MUJERES,MV_OTRAS_ACTIVIDADES_SERVICIO_HOMBRES,MV_OTRAS_ACTIVIDADES_SERVICIO_MUJERES,MV_HOGARES_CALIDAD_EMPLEADORES_HOMBRES,MV_HOGARES_CALIDAD_EMPLEADORES_MUJERES,MV_ORGANIZACIONES_EXTRATERRITORIALES_HOMBRES,MV_ORGANIZACIONES_EXTRATERRITORIALES_MUJERES,NORMALIZACION_BASE_100_MEDIOS_DE_VIDA,LONGITUD_CAMINOS_PCT,NORMALIZACION_BASE_100_10_CAMINOS,AREA_ASP_PCT,NORMALIZACION_BASE_100_10_ASP,AREA_SOBREUSO_PCT,NORMALIZACION_BASE_100_10_SOBREUSO,SUMA_VULNERABILIDADES,INDICE_VULNERABILIDAD_INTEGRADO,CATEGORIA_VULNERABILIDAD
San Vito          ,60801,307,71,72,143,13,9,4,12,8,4,13,6,7,22,11,11,89,41,48,48,26,22,6,4,2,0,0,0,0,0,0,0,54,30,24,143,15.168539325,119,63,56,24,8,16,10,5,5,5,2,3,2,2,0,8,1,7,1,0,1,1,0,1,2,1,1,143,26.966292134,41,19,22,10,3,7,92,49,43,51,22,29,143,23.943661971,2,2,0,39,33,6,68,20,48,11.764705882,141.3672,26,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,1,0,0,0,1,0,0,55.77696351875249,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,152.1279978535964,43.67553165176905,Alto
San Vito          ,60801,557,56,64,120,0,0,0,9,7,2,4,1,3,9,3,6,98,45,53,22,11,11,0,0,0,0,0,0,0,0,0,0,22,11,11,120,6.17977528,106,51,55,14,5,9,3,1,2,3,1,2,0,0,0,8,1,7,4,1,3,0,0,0,2,1,1,120,15.730337078,30,16,14,5,1,4,85,39,46,35,17,18,120,16.431924882,0,0,0,48,32,16,49,10,39,0.0,119.0266,11,0,0,0,0,0,1,0,0,0,2,0,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,2,0,0,0,1,0,3,0,0,35.64423889710958,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,92.49411115995349,23.980824219251538,Bajo-medio
San Vito          ,60801,680,88,89,177,40,20,20,0,0,0,16,6,10,16,7,9,125,63,62,32,17,15,20,8,12,0,0,0,0,0,0,0,52,25,27,177,14.606741573,157,73,84,20,15,5,11,8,3,4,3,1,2,2,0,6,5,1,1,1,0,4,4,0,0,0,0,177,22.471910112,56,32,24,13,8,5,108,48,60,69,40,29,177,32.394366197,0,0,0,49,34,15,81,26,55,0.0,106.1054,8,0,0,0,4,2,0,0,0,0,2,0,5,3,0,0,1,0,3,2,1,1,0,0,0,1,0,0,0,2,7,3,3,0,0,0,0,0,0,1,0,0,24.00001441875303,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,111.98086732359695,30.41652684959305,Medio
San Vito          ,60801,1224,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,2,0,2,1,1,0,12,7,5,3,1,2,15,1.408450704,0,0,0,6,4,2,7,4,3,0.0,161.8801,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.26261595831538,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,94.1789016851593,24.537243703520094,Bajo-medio
San Vito          ,60801,1236,19,22,41,7,2,5,0,0,0,3,1,2,13,5,8,25,13,12,9,4,5,7,2,5,0,0,0,0,0,0,0,16,6,10,41,4.494382022,33,16,17,8,3,5,8,3,5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,41,8.988764044,13,4,9,2,1,1,26,14,12,15,5,10,41,7.042253521,0,0,0,12,11,1,19,6,13,0.0,161.8799,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.26243572390251,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,113.29567033374644,30.850754132971648,Medio
San Vito          ,60801,1283,25,26,51,12,7,5,0,0,0,20,10,10,12,6,6,13,6,7,32,15,17,6,4,2,0,0,0,0,0,0,0,38,19,19,51,10.674157303,43,21,22,8,4,4,7,3,4,2,1,1,1,0,1,6,3,3,1,0,1,0,0,0,0,0,0,51,8.988764044,16,9,7,3,2,1,32,14,18,19,11,8,51,8.920187793,0,0,0,13,11,2,29,10,19,0.0,171.4,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.84168389407263,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,129.93262805691657,36.34528137397282,Alto-medio
San Vito          ,60801,1336,74,90,164,2,1,1,0,0,0,6,4,2,16,4,12,140,65,75,24,9,15,0,0,0,0,0,0,0,0,0,0,24,9,15,164,6.741573033,145,65,80,19,9,10,2,0,2,6,2,4,2,1,1,3,1,2,3,3,0,8,5,3,0,0,0,164,21.348314606,43,21,22,9,4,5,112,49,63,52,25,27,164,24.413145539,4,3,1,52,32,20,74,24,50,23.529411764,79.4734,2,0,0,0,1,1,1,0,0,0,5,0,5,4,4,0,0,1,0,0,0,0,0,1,2,0,2,1,1,0,3,4,4,3,1,1,1,1,0,3,0,0,0.0,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,94.54027996484393,24.65659261544694,Bajo-medio
San Vito          ,60801,1889,55,48,103,14,10,4,0,0,0,17,10,7,28,16,12,56,26,30,39,24,15,4,3,1,4,2,2,0,0,0,0,47,29,18,103,13.202247191,93,49,44,10,6,4,7,4,3,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,103,11.235955056,40,20,20,2,1,1,61,34,27,42,21,21,103,19.718309859,0,0,0,36,29,7,34,10,24,0.0,165.8445,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77.83522249037098,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,140.4995696192149,39.83512304059288,Alto-medio
San Vito          ,60801,2226,43,60,103,3,1,2,0,0,0,21,7,14,14,6,8,68,30,38,32,12,20,3,1,2,0,0,0,0,0,0,0,35,13,22,103,9.831460674,97,39,58,6,4,2,1,0,1,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,103,6.741573033,37,16,21,0,0,0,66,27,39,37,16,21,103,17.370892018,0,0,0,31,17,14,41,12,29,0.0,133.0051,3,0,0,0,0,0,0,0,0,0,1,0,6,4,5,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,48.24127259914244,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,100.69303334698637,26.688603012291416,Medio
San Vito          ,60801,2565,84,105,189,13,5,8,1,1,0,26,12,14,17,7,10,137,61,76,47,21,26,5,2,3,0,0,0,0,0,0,0,52,23,29,189,14.606741573,171,78,93,18,6,12,5,2,3,4,2,2,2,0,2,10,2,8,6,1,5,1,0,1,3,0,3,189,20.224719101,51,18,33,15,7,8,123,59,64,66,25,41,189,30.985915492,0,0,0,67,48,19,82,23,59,0.0,95.6436,14,0,0,0,2,0,2,0,0,0,2,1,11,5,7,0,1,1,0,0,0,2,0,0,0,0,1,0,4,1,0,3,2,4,0,0,1,0,1,2,0,0,14.572132515549724,25.265673146109062,3.295880006955265,0.4720728539327794,10.0,26.015942855168245,5.21195501588867,98.89734370439365,26.095557948297028,Bajo-medio
