DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_SECA_NORMALIZACION_BASE_100,SUMA_RIESGO_SECO,RIESGO_SECO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_SECO
Alajuela          ,20101,157,42,21,21,11.188350131848884,1.586073500967118,94.033,106.807423632816,28.14582467253765,Medio
Alajuela          ,20101,166,13,5,8,25.973955096269673,0.46421663442940037,93.281,119.71917173069909,33.06979742230552,Alto-medio
Alajuela          ,20101,282,63,30,33,12.705305791912885,2.398452611218569,95.214,110.31775840313145,29.484511937853014,Medio
Alajuela          ,20101,294,311,154,157,24.16122300721249,11.992263056092844,94.987,131.14048606330533,37.42538429667358,Alto-medio
Alajuela          ,20101,350,38,20,18,15.49057426230969,1.4313346228239845,74.035,90.95690888513367,22.101135595914673,Bajo
Alajuela          ,20101,499,81,36,45,12.218028553910225,3.0947775628626695,95.002,110.31480611677289,29.483386065703954,Medio
Alajuela          ,20101,720,125,57,68,10.04288377550439,4.796905222437138,90.189,105.02878899794152,27.467531663138633,Bajo-medio
Alajuela          ,20101,978,119,52,67,21.404764020134326,4.564796905222438,94.247,120.21656092535676,33.25947978149939,Alto-medio
Alajuela          ,20101,1167,41,17,24,8.930231617062748,1.5473887814313347,95.492,105.96962039849409,27.82632337308581,Bajo-medio
Alajuela          ,20101,1220,29,12,17,12.767565344941495,1.0831721470019342,74.189,88.03973749194343,20.98865474997669,Bajo
Alajuela          ,20101,1392,342,164,178,16.42711778105227,13.191489361702127,74.813,104.4316071427544,27.23979277299723,Bajo-medio
Alajuela          ,20101,1495,8,2,6,23.466620591927192,0.27079303675048355,95.976,119.71341362867767,33.067601535487654,Alto-medio
Alajuela          ,20101,1695,359,179,180,25.496500469638146,13.849129593810444,92.612,131.9576300634486,37.73700707298854,Alto-medio
Alajuela          ,20101,1733,45,18,27,16.28705148246838,1.702127659574468,95.505,113.49417914204284,30.69585908013203,Medio
Alajuela          ,20101,1773,54,27,27,17.08617213514193,2.0502901353965184,94.072,113.20846227053845,30.586899233737004,Medio
Alajuela          ,20101,1927,49,23,26,11.311738807252363,1.8568665377176015,94.418,107.58660534496997,28.442970302136228,Medio
Alajuela          ,20101,1950,132,57,75,9.73546803932174,5.067698259187621,94.284,109.08716629850937,29.01521824165459,Medio
Alajuela          ,20101,2109,373,158,215,18.3305300682782,14.390715667311413,82.432,115.15324573558962,31.32855409824611,Medio
Alajuela          ,20101,2241,403,175,228,14.722817054706624,15.551257253384913,93.964,124.23807430809154,34.793108083360345,Alto-medio
Alajuela          ,20101,2478,30,16,14,14.972141887087586,1.1218568665377175,95.203,111.2969987536253,29.857951131736872,Medio
Alajuela          ,20101,2598,527,256,271,35.21213647134632,20.34816247582205,63.168,118.72829894716837,32.69192213016039,Alto-medio
Alajuela          ,20101,2625,100,47,53,8.55299870348219,3.829787234042553,93.363,105.74578593752474,27.74096275592409,Bajo-medio
Alajuela          ,20101,2788,85,43,42,16.122867531888037,3.249516441005803,94.646,114.01838397289384,30.895767743377267,Medio
Alajuela          ,20101,2820,155,78,77,7.198082609749185,5.957446808510639,93.779,106.93452941825981,28.194297227850733,Medio
Alajuela          ,20101,3177,1054,529,525,51.79900320291374,40.73500967117988,74.267,166.8010128740936,51.024740551732215,Alto
Alajuela          ,20101,3281,87,35,52,13.624303759261627,3.3268858800773695,91.896,108.84718963933899,28.923701700177983,Medio
Alajuela          ,20101,3423,89,35,54,8.132786702801267,3.404255319148936,94.605,106.1420420219502,27.89207739561882,Bajo-medio
Alajuela          ,20101,3439,121,57,64,9.832244759047025,4.642166344294004,95.816,110.29041110334103,29.474082880693057,Medio
Alajuela          ,20101,3509,149,74,75,9.235216348384407,5.725338491295938,94.124,109.08455483968034,29.014222346132623,Medio
Alajuela          ,20101,3749,69,32,37,19.681728113564915,2.630560928433269,84.572,106.88428904199819,28.175137758367985,Medio
Alajuela          ,20101,3821,34,16,18,15.794080864166723,1.276595744680851,77.122,94.19267660884758,23.335115067583416,Bajo-medio
Alajuela          ,20101,3901,59,28,31,11.402412736246294,2.243713733075435,95.265,108.91112646932173,28.948084394616792,Medio
Alajuela          ,20101,4005,70,27,43,11.042395820929986,2.6692456479690523,95.618,109.32964146889904,29.107687605403232,Medio
Alajuela          ,20101,4022,53,21,32,5.036029950940433,2.011605415860735,93.177,100.22463536680118,25.63543879809027,Bajo-medio
Alajuela          ,20101,4168,281,136,145,17.547878240004042,10.831721470019342,85.22,113.59959971002338,30.736061847415442,Medio
Alajuela          ,20101,4336,159,81,78,13.075926994549317,6.112185686653772,88.959,108.14711268120308,28.656723144023633,Medio
