DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
San Mateo         ,20401,104,35,16,19,4.539473440204834,11.231884057971014,61.539,77.31035749817585,15.68574036237433,Bajo-medio
San Mateo         ,20401,1537,33,18,15,6.925058910064877,10.507246376811594,68.863,86.29530528687647,19.530439876153196,Medio
San Mateo         ,20401,2325,7,3,4,14.27105788328607,1.0869565217391304,54.075,69.4330144050252,12.314989872516957,Bajo
San Mateo         ,20401,4885,11,6,5,11.013760156425253,2.536231884057971,53.493,67.04299204048323,11.292288568183166,Bajo
San Mateo         ,20401,6177,5,3,2,17.910310509144367,0.36231884057971014,53.157,71.42962934972408,13.169350374949829,Bajo-medio
San Mateo         ,20401,6546,240,120,120,75.64857545520113,85.5072463768116,67.795,228.9508218320127,80.57337612879398,Alto
San Mateo         ,20401,6686,246,127,119,54.803448530642854,87.68115942028986,70.085,212.56960795093272,73.56378113449699,Alto
San Mateo         ,20401,7475,13,5,8,20.282303487211916,3.260869565217391,59.346,82.8891730524293,18.072940594731175,Bajo-medio
San Mateo         ,20401,7492,24,13,11,6.785888851545338,7.246376811594203,54.897,68.92926566313955,12.09943352332702,Bajo
San Mateo         ,20401,10198,78,39,39,14.738237592484746,26.811594202898554,68.055,109.6048317953833,29.504690961548995,Medio
San Mateo         ,20401,11799,22,14,8,31.38494423750463,6.521739130434782,100.0,137.90668336793942,41.615180364379924,Alto-medio
San Mateo         ,20401,12806,45,22,23,5.905576866306259,14.855072463768115,57.41,78.17064933007437,16.053863101158385,Bajo-medio
San Mateo         ,20401,13198,68,32,36,24.34064576890481,23.18840579710145,60.843,108.37205156600626,28.97717876448952,Medio
San Mateo         ,20401,13936,18,10,8,10.182236985827833,5.072463768115942,63.765,79.01970075394378,16.41717601886161,Bajo-medio
San Mateo         ,20401,14611,63,32,31,15.005790966725776,21.3768115942029,61.735,98.11760256092867,24.58925397838528,Medio
San Mateo         ,20401,15532,49,22,27,5.7293958310537265,16.304347826086957,59.718,81.75174365714068,17.586229447836864,Bajo-medio
San Mateo         ,20401,15843,12,4,8,17.115227468176673,2.898550724637681,57.18,77.19377819281435,15.635855554005865,Bajo-medio
San Mateo         ,20401,17830,33,18,15,20.86018871493546,10.507246376811594,63.852,95.21943509174704,23.349115101493293,Medio
San Mateo         ,20401,19899,274,136,138,94.46331843635322,97.82608695652173,58.356,250.64540539287495,89.85658587353802,Alto
San Mateo         ,20401,20254,40,20,20,0.0,13.043478260869565,59.089,72.13247826086956,13.47010258080453,Bajo-medio
San Mateo         ,20401,20834,24,12,12,16.417921476662272,7.246376811594203,59.833,83.49729828825647,18.333160114475263,Bajo-medio
San Mateo         ,20401,22377,67,31,36,7.181882103422711,22.82608695652174,62.676,92.68396905994445,22.264177798693005,Medio
San Mateo         ,20401,22941,67,33,34,14.79916706998255,22.82608695652174,56.078,93.70325402650428,22.700334413900386,Medio
San Mateo         ,20401,23705,36,19,17,7.540074766037669,11.594202898550725,59.773,78.90727766458839,16.369069673989383,Bajo-medio
San Mateo         ,20401,23800,78,43,35,29.328351433121608,26.811594202898554,75.167,131.30694563602015,38.79112294683008,Alto-medio
San Mateo         ,20401,23841,280,143,137,65.48955394455605,100.0,62.571,228.06055394455606,80.19242650120215,Alto
San Mateo         ,20401,26292,164,87,77,59.28370816462575,57.971014492753625,63.579,180.83372265737938,59.983853278832534,Alto
San Mateo         ,20401,27152,67,32,35,39.62498424219281,22.82608695652174,88.355,150.80607119871456,47.1348863534782,Alto-medio
San Mateo         ,20401,27496,76,42,34,48.10684735036919,26.08695652173913,90.591,164.7848038721083,53.11644884850233,Alto-medio
San Mateo         ,20401,28636,52,28,24,47.126729634229655,17.391304347826086,77.283,141.80103398205574,43.28159048324637,Alto-medio
San Mateo         ,20401,28751,63,33,30,8.830863614165532,21.3768115942029,56.986,87.19367520836843,19.91485640049821,Medio
San Mateo         ,20401,28788,39,18,21,12.890414623124405,12.681159420289855,60.451,86.02257404341427,19.41373695213063,Medio
San Mateo         ,20401,29330,15,8,7,6.380475584744842,3.985507246376811,59.33,69.69598283112165,12.427515243139998,Bajo-medio
San Mateo         ,20401,32013,38,23,15,13.566807281783277,12.318840579710146,60.409,86.29464786149342,19.530158560879027,Medio
San Mateo         ,20401,32274,11,6,5,14.810728212450492,2.536231884057971,59.607,76.95396009650847,15.533236313477596,Bajo-medio
San Mateo         ,20401,34388,38,20,18,22.502658069813368,12.318840579710146,60.186,95.00749864952351,23.258426545974523,Medio
San Mateo         ,20401,36581,96,52,44,15.674416281079642,33.33333333333333,56.62,105.62774961441298,27.802879633645162,Medio
San Mateo         ,20401,37483,85,42,43,13.39846546598013,29.347826086956523,61.692,104.43829155293665,27.29390518680759,Medio
San Mateo         ,20401,37943,4,2,2,20.13834008405301,0.0,65.772,85.91034008405302,19.365711536832357,Medio
San Mateo         ,20401,70715,76,29,47,18.883892404775253,26.08695652173913,58.644,103.61484892651438,26.941550388551345,Medio
Desmonte          ,20402,4202,20,10,10,28.34104260062702,5.797101449275362,47.059,81.19714404990238,17.34891378497096,Bajo-medio
Desmonte          ,20402,5485,24,11,13,21.183002500985413,7.246376811594203,45.42,73.84937931257961,14.204772252120524,Bajo-medio
Desmonte          ,20402,10969,37,19,18,28.409443517447002,11.956521739130435,33.872,74.23796525657744,14.371049922852075,Bajo-medio
Desmonte          ,20402,14613,99,53,46,37.165399540613514,34.42028985507246,42.555,114.14068939568597,31.44560480106901,Medio
Desmonte          ,20402,16097,31,17,14,30.776563383476613,9.782608695652174,42.21,82.7691720791288,18.021591639283525,Bajo-medio
Desmonte          ,20402,16375,28,11,17,12.477547983466902,8.695652173913043,37.601,58.774200157379944,7.7540353829519875,Bajo
Desmonte          ,20402,17330,87,39,48,42.658806811595404,30.07246376811594,56.493,129.22427057971134,37.89993693610894,Alto-medio
Desmonte          ,20402,21637,52,31,21,19.51301155105733,17.391304347826086,43.643,80.54731589888341,17.070849400511833,Bajo-medio
Desmonte          ,20402,23027,22,10,12,22.881028204662087,6.521739130434782,48.905,78.30776733509687,16.11253651135931,Bajo-medio
Desmonte          ,20402,26956,209,110,99,56.60548684196005,74.27536231884058,37.611,168.49184916080063,54.70271017735673,Alto-medio
Desmonte          ,20402,28027,133,61,72,47.3990553855513,46.73913043478261,52.229,146.36718582033393,45.23546736325965,Alto-medio
Desmonte          ,20402,29980,25,13,12,31.6766645463069,7.608695652173914,54.463,93.74836019848081,22.719635547479,Medio
Desmonte          ,20402,31546,38,22,16,26.010185788395884,12.318840579710146,59.515,97.84402636810603,24.472189496736377,Medio
Desmonte          ,20402,35155,104,50,54,35.878978618337904,36.231884057971016,48.033,120.14386267630893,34.01438961049962,Alto-medio
Desmonte          ,20402,38190,18,9,9,20.909655147918908,5.072463768115942,45.306,71.28811891603485,13.108797424794252,Bajo-medio
Desmonte          ,20402,70038,120,58,62,50.49923895590423,42.028985507246375,36.238,128.7662244631506,37.7039369455643,Alto-medio
Jesús María       ,20403,936,271,143,128,94.81184450642647,96.73913043478261,54.567,246.11797494120907,87.91927804876937,Alto
Jesús María       ,20403,1532,62,31,31,57.250713935458506,21.014492753623188,45.061,123.32620668908169,35.37612890674476,Alto-medio
Jesús María       ,20403,2187,162,90,72,39.10799802736323,57.2463768115942,39.163,135.51737483895744,40.592784513488375,Alto-medio
Jesús María       ,20403,4830,40,18,22,16.718165321165863,13.043478260869565,70.375,100.13664358203542,25.45321069963756,Medio
Jesús María       ,20403,5041,19,8,11,24.669513692427387,5.434782608695652,35.521,65.62529630112304,10.685650193872398,Bajo
Jesús María       ,20403,5488,41,27,14,43.623574500016076,13.405797101449277,11.888,68.91737160146536,12.094344000915648,Bajo
Jesús María       ,20403,5730,77,35,42,27.485037527421863,26.44927536231884,46.702,100.63631288974071,25.667021440619344,Medio
Jesús María       ,20403,10052,66,37,29,34.79506991135743,22.463768115942027,31.113,88.37183802729946,20.4189975623192,Medio
Jesús María       ,20403,11767,105,56,49,33.62626811688006,36.594202898550726,67.489,137.70947101543078,41.53079231298193,Alto-medio
Jesús María       ,20403,13497,16,11,5,25.15423840359558,4.3478260869565215,38.656,68.1580644905521,11.769433077803962,Bajo
Jesús María       ,20403,14643,85,43,42,49.22466989092791,29.347826086956523,71.176,149.74849597788443,46.682345166491714,Alto-medio
Jesús María       ,20403,18153,8,4,4,29.440764399964443,1.4492753623188406,57.806,88.69603976228328,20.557724940838423,Medio
Jesús María       ,20403,19874,110,57,53,33.55462319482824,38.405797101449274,17.952,89.9124202962775,21.078219634585995,Medio
Jesús María       ,20403,21519,134,68,66,96.46080017789966,47.10144927536232,85.779,229.34124945326198,80.74044186149314,Alto
Jesús María       ,20403,27755,170,85,85,53.77551360939369,60.14492753623188,34.785,148.70544114562557,46.23601731899175,Alto-medio
Jesús María       ,20403,28199,33,20,13,24.707808358803472,10.507246376811594,5.796,41.01105473561507,0.15310567558869717,Bajo
Jesús María       ,20403,28239,105,55,50,37.34127111515003,36.594202898550726,54.391,128.32647401370076,37.51576575314958,Alto-medio
Jesús María       ,20403,29587,21,6,15,19.638667658413492,6.159420289855073,68.477,94.27508794826858,22.945024717358166,Medio
Jesús María       ,20403,32157,54,27,27,22.5373093213746,18.115942028985508,0.0,40.65325135036011,0.0,Bajo
Jesús María       ,20403,33356,262,142,120,100.0,93.47826086956522,80.872,274.3502608695652,100.0,Alto
Jesús María       ,20403,34132,136,64,72,36.42231932128213,47.82608695652174,62.757,147.00540627780387,45.50856476351436,Alto-medio
Jesús María       ,20403,35850,42,22,20,21.76065200137483,13.768115942028986,68.341,103.86976794340382,27.05063138082159,Medio
Jesús María       ,20403,36415,29,19,10,27.269614747615346,9.057971014492754,68.341,104.6685857621081,27.392449113255445,Medio
Jesús María       ,20403,70232,136,69,67,64.90382345899147,47.82608695652174,48.676,161.40591041551323,51.67060516246347,Alto-medio
Jesús María       ,20403,70233,20,7,13,34.36201566208033,5.797101449275362,79.475,119.63411711135569,33.79626719378494,Alto-medio
Jesús María       ,20403,70234,168,84,84,76.64972785560795,59.42028985507246,88.667,224.73701771068042,78.77027041939635,Alto
Jesús María       ,20403,70235,25,13,12,34.451033448498144,7.608695652173914,74.14,116.19972910067206,32.32667713880335,Medio
