DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
Los Chiles        ,21401,50,38,21,17,11.980012576520826,5.109489051094891,1.772,18.861501627615716,4.680620521050274,Bajo
Los Chiles        ,21401,1464,11,4,7,28.64776176293107,1.167883211678832,1.958,31.773644974609898,11.744719602472987,Bajo-medio
Los Chiles        ,21401,1874,37,27,10,28.557804782353806,4.963503649635037,37.188,70.70930843198884,33.04601537285199,Medio
Los Chiles        ,21401,2017,13,6,7,22.967040156610636,1.4598540145985401,0.814,25.240894171209177,8.170719708783043,Bajo-medio
Los Chiles        ,21401,2491,91,43,48,17.23271321348676,12.846715328467154,24.389,54.46842854195391,24.160799213956132,Bajo-medio
Los Chiles        ,21401,2663,101,55,46,31.227436027161648,14.306569343065693,38.548,84.08200537022734,40.36207852510514,Medio
Los Chiles        ,21401,2823,80,46,34,26.027035076410428,11.24087591240876,48.082,85.34991098881919,41.055736477540314,Medio
Los Chiles        ,21401,2952,152,77,75,46.683707192282334,21.751824817518248,10.256,78.69153200980058,37.41300671800747,Medio
Los Chiles        ,21401,3102,31,20,11,24.62002113586839,4.087591240875913,22.873,51.580612376744305,22.580905080831922,Bajo-medio
Los Chiles        ,21401,3572,66,36,30,24.854377819159943,9.197080291970803,28.328,62.379458111130745,28.488841058824534,Bajo-medio
Los Chiles        ,21401,3615,59,29,30,12.51428866380177,8.175182481751825,1.269,21.958471145553595,6.374940274087397,Bajo
Los Chiles        ,21401,3657,33,11,22,16.261358429252226,4.37956204379562,1.947,22.587920473047845,6.719305442337281,Bajo
Los Chiles        ,21401,4072,53,25,28,32.55135242310156,7.2992700729927,16.906,56.75662249609426,25.412646283429897,Bajo-medio
Los Chiles        ,21401,4233,96,45,51,14.292758577857464,13.576642335766422,1.422,29.291400913623885,10.38670974153381,Bajo-medio
Los Chiles        ,21401,6595,16,13,3,22.937650529768742,1.897810218978102,22.701,47.53646074874685,20.368391864958944,Bajo-medio
Los Chiles        ,21401,6931,49,23,26,8.173363807369597,6.715328467153285,1.392,16.28069227452288,3.268686615843571,Bajo
Los Chiles        ,21401,7031,50,26,24,23.07269210881619,6.86131386861314,14.214,44.14800597742933,18.51460356705574,Bajo-medio
Los Chiles        ,21401,7363,64,32,32,15.395503020145012,8.905109489051096,1.25,25.550612509196107,8.34016338425018,Bajo-medio
Los Chiles        ,21401,7582,208,108,100,51.08141969348796,29.927007299270077,39.879,120.88742699275804,60.49794118462398,Alto-medio
Los Chiles        ,21401,7982,42,20,22,8.854620184953657,5.693430656934306,0.927,15.475050841887963,2.8279285827818303,Bajo
Los Chiles        ,21401,8133,82,40,42,0.0,11.532846715328466,1.814,13.346846715328466,1.6636102808936546,Bajo
Los Chiles        ,21401,8290,290,161,129,60.982687426457375,41.8978102189781,22.296,125.17649764543546,62.84444704685861,Alto-medio
Los Chiles        ,21401,8960,188,100,88,29.565498175214234,27.00729927007299,22.396,78.96879744528722,37.5646957486739,Medio
Los Chiles        ,21401,9438,180,106,74,47.07605788063681,25.83941605839416,46.913,119.82847393903097,59.918599003153815,Alto-medio
Los Chiles        ,21401,9569,34,18,16,29.083489719081427,4.525547445255475,51.212,84.8210371643369,40.766395118997885,Medio
Los Chiles        ,21401,10030,40,24,16,11.149184207055255,5.401459854014599,1.173,17.723644061069855,4.05811050279698,Bajo
Los Chiles        ,21401,10313,115,63,52,22.90709718444048,16.35036496350365,23.281,62.53846214794413,28.575830510553118,Bajo-medio
Los Chiles        ,21401,10922,46,24,22,5.307729712611537,6.2773722627737225,1.095,12.680101975385261,1.298841181108788,Bajo
Los Chiles        ,21401,11033,24,8,16,19.448840267860724,3.065693430656934,0.733,23.24753369851766,7.080172964863688,Bajo
Los Chiles        ,21401,11302,65,33,32,4.735487950504447,9.05109489051095,1.207,14.993582841015396,2.5645224563705953,Bajo
Los Chiles        ,21401,11597,5,1,4,27.075911398727815,0.291970802919708,10.322,37.68988220164752,14.981431342567191,Bajo-medio
Los Chiles        ,21401,11779,101,52,49,40.88488165432968,14.306569343065693,30.778,85.96945099739537,41.3946803606646,Medio
Los Chiles        ,21401,12432,231,112,119,35.77926715844789,33.284671532846716,17.983,87.0469386912946,41.98416265064318,Medio
Los Chiles        ,21401,12620,251,127,124,72.50939138770889,36.2043795620438,28.3,137.01377094975268,69.32049592801069,Alto
Los Chiles        ,21401,12797,223,74,149,29.259838221530014,32.11678832116788,19.242,80.6186265426979,38.46730005675233,Medio
Los Chiles        ,21401,12887,152,77,75,45.29927860375172,21.751824817518248,24.58,91.63110342126997,44.49211140770588,Medio
Los Chiles        ,21401,13105,104,59,45,37.73980363058422,14.744525547445257,51.723,104.20732917802948,51.372433475751265,Alto-medio
Los Chiles        ,21401,13109,42,20,22,11.147602577927461,5.693430656934306,1.58,18.421033234861767,4.439644853027409,Bajo
Los Chiles        ,21401,13226,77,41,36,32.28019137377071,10.802919708029197,48.612,91.69511108179992,44.52712933182603,Medio
Los Chiles        ,21401,13723,347,194,153,86.25543715107725,50.21897810218978,53.459,189.93341525326701,98.27228190711354,Alto
Los Chiles        ,21401,13768,70,43,27,20.152791153330444,9.781021897810218,47.831,77.76481305114066,36.90600843207763,Medio
Los Chiles        ,21401,13934,23,8,15,26.303058399866924,2.9197080291970803,34.378,63.600766429064,29.15700611361032,Bajo-medio
Los Chiles        ,21401,14020,155,71,84,47.123181095719715,22.18978102189781,8.702,78.01496211761753,37.042862379809655,Medio
Los Chiles        ,21401,14586,53,25,28,5.940572228708084,7.2992700729927,1.69,14.929842301700782,2.5296506714839624,Bajo
Los Chiles        ,21401,14652,14,8,6,29.499247693365216,1.6058394160583942,1.953,33.05808710942361,12.447424510623685,Bajo-medio
Los Chiles        ,21401,14880,35,19,16,19.44165552852419,4.671532846715328,59.219,83.33218837523953,39.951861460193015,Medio
Los Chiles        ,21401,15102,26,11,15,28.9809185819011,3.3576642335766427,1.253,33.59158281547774,12.739294452414354,Bajo-medio
Los Chiles        ,21401,15173,28,15,13,10.99498577790546,3.64963503649635,1.774,16.418620814401812,3.3441458828046646,Bajo
Los Chiles        ,21401,15460,36,17,19,22.43822626385907,4.817518248175182,37.164,64.41974451203426,29.60506048910346,Bajo-medio
Los Chiles        ,21401,15648,55,29,26,22.969340617853216,7.591240875912408,17.624,48.18458149376562,20.722971971181504,Bajo-medio
Los Chiles        ,21401,16067,44,20,24,28.22318003049912,5.985401459854015,25.121,59.329581490353135,26.820285339118783,Bajo-medio
Los Chiles        ,21401,16369,114,52,62,12.843984571959236,16.204379562043798,1.359,30.407364134003032,10.997241591137001,Bajo-medio
Los Chiles        ,21401,17083,81,39,42,38.26942614272719,11.386861313868613,62.398,112.0542874565958,55.66542258514545,Alto-medio
Los Chiles        ,21401,17371,29,12,17,26.943205666279113,3.795620437956204,1.388,32.12682610423531,11.937941318365999,Bajo-medio
Los Chiles        ,21401,17522,27,15,12,22.918458294310227,3.5036496350364965,36.892,63.314107929346726,29.00017823537845,Bajo-medio
Los Chiles        ,21401,17627,30,13,17,15.421844609224525,3.9416058394160585,1.145,20.508450448640584,5.581649059930329,Bajo
Los Chiles        ,21401,18134,103,56,47,40.59477466019542,14.5985401459854,64.263,119.45631480618083,59.71499461944615,Alto-medio
Los Chiles        ,21401,18172,135,75,60,39.25301763961921,19.27007299270073,44.087,102.61009063231994,50.4986009105183,Alto-medio
Los Chiles        ,21401,18744,77,36,41,24.734609018574545,10.802919708029197,1.257,36.79452872660374,14.491592785897373,Bajo-medio
Los Chiles        ,21401,19328,19,7,12,16.301210832694547,2.335766423357664,0.11,18.74697725605221,4.617965430704596,Bajo
Los Chiles        ,21401,19671,45,23,22,30.98039610892409,6.131386861313868,17.267,54.378782970237964,24.11175505577153,Bajo-medio
Los Chiles        ,21401,20122,49,25,24,2.199681168621381,6.715328467153285,1.391,10.306009635774666,0.0,Bajo
Los Chiles        ,21401,20339,56,22,34,4.925466303640276,7.737226277372263,1.248,13.910692581012539,1.9720844787711176,Bajo
