DISTRITO,COD_DIST,UGM,TOTAL,HOMBRES,MUJERES,INDICE_VULNERABILIDAD_INTEGRADO,EXPOSICION_NORMALIZACION_BASE_100,AMENAZA_LLUVIOSA_NORMALIZACION_BASE_100,SUMA_RIESGO_LLUVIOSO,RIESGO_LLUVIOSO_NORMALIZACION_BASE_100,CATEGORIA_RIESGO_LLUVIOSO
Naranjo           ,20601,205,157,77,80,23.89633084124642,23.91304347826087,64.495,112.3043743195073,40.90545734270237,Alto-medio
Naranjo           ,20601,384,35,14,21,12.613604259338427,4.968944099378882,64.362,81.9445483587173,26.696086478835962,Bajo-medio
Naranjo           ,20601,715,74,35,39,11.793438762578818,11.024844720496894,56.514,79.33228348307571,25.47346285574332,Bajo-medio
Naranjo           ,20601,743,10,3,7,22.169961771144532,1.0869565217391304,54.534,77.79091829288366,24.752054582442305,Bajo-medio
Naranjo           ,20601,1199,24,10,14,10.491028179897636,3.260869565217391,59.463,73.21489774511502,22.610330412880376,Bajo-medio
Naranjo           ,20601,1493,47,26,21,13.848756007961832,6.832298136645963,43.899,64.5800541446078,18.568947065375248,Bajo
Naranjo           ,20601,1541,64,30,34,15.181895287598,9.472049689440993,65.07,89.72394497703898,30.33709324183931,Medio
Naranjo           ,20601,1639,35,16,19,2.708208465341526,4.968944099378882,55.16,62.837152564720405,17.753213307223156,Bajo
Naranjo           ,20601,1980,55,23,32,6.397025166667214,8.074534161490684,62.33,76.8015593281579,24.289002901400536,Bajo-medio
Naranjo           ,20601,2242,92,51,41,25.076947376651304,13.819875776397517,63.76,102.65682315304882,36.39009442101161,Medio
Naranjo           ,20601,2304,106,50,56,24.550891314804566,15.993788819875776,57.536,98.08068013468034,34.24831293128668,Medio
Naranjo           ,20601,2341,350,177,173,61.6424115879892,53.881987577639755,64.213,179.73739916562894,72.4662726039084,Alto
Naranjo           ,20601,2699,185,102,83,41.87472078039301,28.26086956521739,63.76,133.8955903456104,51.01083793062098,Alto-medio
Naranjo           ,20601,2854,80,38,42,14.752442941565661,11.956521739130435,63.072,89.7809646806961,30.36378028928346,Medio
Naranjo           ,20601,2866,160,69,91,17.500579899297406,24.37888198757764,62.855,104.73446188687504,37.36249588761417,Medio
Naranjo           ,20601,2923,147,64,83,25.337890786947998,22.36024844720497,56.4,104.09813923415297,37.064676507052354,Medio
Naranjo           ,20601,3075,15,8,7,15.831483724796461,1.8633540372670807,64.601,82.29583776206354,26.860501170117125,Bajo-medio
Naranjo           ,20601,3745,174,88,86,25.90797874916572,26.552795031055897,64.744,117.20477378022161,43.19900123219338,Alto-medio
Naranjo           ,20601,4058,73,38,35,5.854219060320403,10.869565217391305,64.089,80.8127842777117,26.166384642660056,Bajo-medio
Naranjo           ,20601,4222,25,10,15,22.00235079717825,3.4161490683229814,54.438,79.85649986550123,25.718812911452428,Bajo-medio
Naranjo           ,20601,4454,208,106,102,35.16618096664884,31.832298136645964,64.16,131.15847910329478,49.72978220955226,Alto-medio
Naranjo           ,20601,4521,69,38,31,9.405302891081307,10.248447204968944,65.206,84.85975009605025,28.060494255160172,Medio
Naranjo           ,20601,4651,110,58,52,10.051681139881882,16.61490683229814,57.908,84.57458797218003,27.92702924848876,Medio
Naranjo           ,20601,5196,66,33,33,16.73075145344411,9.782608695652174,58.069,84.58236014909629,27.93066687619998,Medio
Naranjo           ,20601,5843,76,33,43,12.305675877124232,11.335403726708075,65.742,89.38307960383231,30.17755733050704,Medio
